Time (min),CLK,clk,CLK/CYC_data,clk_data,CLK_data,CRY,cry,CRY_data,CWO,cwo,cwo_data,CWO_data,CYC/CLK,pdp1,PDP1,pdp1_data,PDP1_data,per,PER,PER/TIM-p,PER/TIM_data,per_data,PER_data,tim,TIM,tim_data,TIM_data,VRI,vri,vri_data,VRI_data,
1.7034, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7042, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7049, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7051, , ,1.7344,93.8588,99.9949, , ,44.1372, , ,15.3392,77.6611, , , ,30.3321,51.6692, , , ,61.4305,8.4103,37.7306, , ,18.531,29.2207, , ,17.9777,65.0726,
1.7052, , , , , , , , , , , , , , , , , , , , , , , , , , , ,56.1404, , , ,
1.7055, , , , , , , , , , , , , , , , , , ,20, , , , , , , , , , , , ,
1.7079, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7085, , , , , , ,100, , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.7096, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.711, , ,1.5478,93.6015,100, , ,44.7318, , ,15.0374,77.2482, , , ,29.8383,51.1611, , , ,60.96,8.1385,37.2892, , ,18.1367,28.7449, , ,17.5944,64.5946,
1.7119, , ,1.3803,93.3554,99.9995, , ,45.2899, , ,14.7569,76.8589, , , ,29.3762,50.6838, , , ,60.5159,7.8862,36.8758, , ,17.7689,28.3007, , ,17.2368,64.1445,
1.7123, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7153, , ,1.2207,93.1051,99.994, , ,45.8474, , ,14.4793,76.4683, , , ,28.9159,50.2066, , , ,60.07,7.6369,36.4636, , ,17.4037,27.8592, , ,16.8816,63.6935,
1.716, , , , , , , , , , , , , , , , , , , ,30, , , , , , , , , , , ,
1.7163, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7201, , , , , , , , , , , , , , ,33.8462, , , , , , , , , , , , , , , , ,
1.7207, , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , , , ,
1.7212, , ,1.0693,92.8507,99.9834, , ,46.4045, , ,14.2045,76.0763, , , ,28.4575,49.7295, , , ,59.6223,7.3905,36.0527, , ,17.0411,27.4206, , ,16.529,63.2417,
1.7229, , ,0.9265,92.5922,99.9677, , ,46.961, , ,13.9326,75.6831, , , ,28.0009,49.2526, , , ,59.173,7.1472,35.6431, , ,16.6811,26.9847, , ,16.1789,62.789,
1.7237, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7244, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.7247, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7263, , ,0.8,92.3448,99.9482, , ,47.4851, , ,13.6788,75.3112, , , ,27.5723,48.8031, , , ,58.748,6.9206,35.258, , ,16.3443,26.5763, , ,15.8513,62.3615,
1.7281, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7288, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7288, , ,0.6818,92.0938,99.9243, , ,48.0088, , ,13.4277,74.9383, , , ,27.1455,48.3538, , , ,58.3217,6.6968,34.8742, , ,16.0099,26.1704, , ,15.5261,61.9333,
1.7293, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7295, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7299, , , , , , ,100, , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7306, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7311, , , , , , , , , , , , , , , , , , , , , , , , , , , ,54.386, , , ,
1.7313, , , , , , , , ,8.6957, , , , , , , , , , , , , , , , , , , , , , ,
1.7314, , ,0.5721,91.8392,99.8959, , ,48.532, , ,13.1791,74.5644, , , ,26.7206,47.9048, , , ,57.8944,6.4759,34.4915, , ,15.678,25.7671, , ,15.2033,61.5045,
1.7328, , , , , ,98.9362, , , , , , , , , , , , , , , , , , , , , , , , , ,
1.7329, , , , , ,100, , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7336, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7339, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7356, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7371, ,77.7778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.7373, , ,0.4713,91.5811,99.8631, , ,49.0546, , ,12.9331,74.1895, , , ,26.2978,47.456, , , ,57.466,6.258,34.1101, , ,15.3488,25.3664, , ,14.883,61.0751,
1.7373, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7376, , , , , , ,100, , , , , , , ,32.3077, , , , ,40, , , , , , , , , , , ,
1.7383, , , , , , , , , , , , , , , , , , , ,35, , , , , , , , , , , ,
1.7389, ,83.3333, , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7396, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7399, , ,0.3828,91.3294,99.8272, , ,49.5571, , ,12.6988,73.8278, , , ,25.8927,47.0245, , , ,57.0529,6.051,33.7442, , ,15.0344,24.9832, , ,14.5772,60.6614,
1.7403, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.741, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7416, , ,0.3031,91.0745,99.7873, , ,50.059, , ,12.4669,73.4654, , , ,25.4897,46.5933, , , ,56.639,5.8469,33.3794, , ,14.7226,24.6025, , ,14.2738,60.2471,
1.7417, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7422, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7428, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7467, , ,0.2322,90.8164,99.7432, , ,50.5604, , ,12.2375,73.1021, , , ,25.0887,46.1625, , , ,56.2244,5.6457,33.0159, , ,14.4134,24.2242, , ,13.973,59.8324,
1.7467, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.7473, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7504, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7509, , ,0.1705,90.5552,99.695, , ,51.0613, , ,12.0105,72.7381, , , ,24.6897,45.732, , , ,55.8091,5.4474,32.6535, , ,14.1067,23.8485, , ,13.6746,59.4174,
1.7511, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7529, ,77.7778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.7545, ,72.2222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.7548, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7552, , , , , , , , , , , , , , ,30.7692, , , , , , , , , , , , , , , , ,
1.7568, , ,0.1178,90.2894,99.6424, , ,51.5642, , ,11.7848,72.3715, , , ,24.2909,45.2999, , , ,55.3913,5.2512,32.2905, , ,13.8012,23.4734, , ,13.3774,58.9998,
1.7572, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7574, , , , , , , , , , , , , , , , , , , , , , , , , , , ,52.6316, , , ,
1.7579, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.7586, ,77.7778, , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7602, , ,0.0747,90.0206,99.5857, , ,52.0666, , ,11.5616,72.0042, , , ,23.8944,44.8682, , , ,54.9729,5.058,31.9288, , ,13.4985,23.1008, , ,13.0828,58.5818,
1.7615, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7623, , , , , , , , , , , , ,1.1111, , , , , , ,30, , , , , , , , , , , ,
1.7653, , ,0.0413,89.7486,99.5249, , ,52.5684, , ,11.3409,71.6362, , , ,23.5002,44.4371, , , ,54.5542,4.868,31.5684, , ,13.1986,22.7308, , ,12.791,58.1636,
1.7663, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7673, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7686, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7696, , ,0.0176,89.4735,99.46, , ,53.0696, , ,11.1227,71.2676, , , ,23.1084,44.0065, , , ,54.1351,4.6812,31.2093, , ,12.9015,22.3635, , ,12.502,57.745,
1.7708, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7718, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7724, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7725, ,72.2222, , , , ,100, , , , , , , , , , , , ,35, , , , , , , , , , , ,
1.7731, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7732, , , , , , , , , , , , , , ,29.2308, , , , , , , , , , , , , , , , ,
1.7736, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7747, , , , , , , , ,7.2464, , , , , , , , , , , , , , , , , , , , , , ,
1.7761, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7768, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7772, , ,0.003,89.1732,99.3853, , ,53.6099, , ,10.89,70.8692, , , ,22.6882,43.5424, , , ,53.6826,4.4832,30.8232, , ,12.5842,21.9699, , ,12.1932,57.293,
1.7776, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7782, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7789, ,77.7778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.7798, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7802, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7815, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7822, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7823, , ,0,88.8694,99.3058, , ,54.1495, , ,10.6602,70.47, , , ,22.2711,43.0791, , , ,53.2298,4.2892,30.4386, , ,12.2704,21.5796, , ,11.8879,56.8408,
1.7828, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7846, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , ,50.8772, , , ,
1.7857, , , , , , , , , , , , , , , , , , , ,30, , , , , , , , , , , ,
1.7857, , ,0.0084,88.5621,99.2216, , ,54.6885, , ,10.4334,70.0703, , , ,21.857,42.6166, , , ,52.777,4.099,30.0557, , ,11.9601,21.1923, , ,11.586,56.3883,
1.7861, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7866, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.7873, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7874, , ,0.0282,88.2514,99.1327, , ,55.2267, , ,10.2095,69.67, , , ,21.446,42.155, , , ,52.3241,3.9129,29.6743, , ,11.6534,20.8082, , ,11.2876,55.9357,
1.7906, ,72.2222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.7908, , ,0.0595,87.9357,99.0386, , ,55.7669, , ,9.9875,69.2671, , , ,21.0362,41.692, , , ,51.869,3.73,29.2928, , ,11.349,20.4254, , ,10.9914,55.4808,
1.7914, , , , , , , , , , , , , , ,27.6923, , , , , , , , , , , , , , , , ,
1.792,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.7925, , ,0.1019,87.6165,98.9397, , ,56.3064, , ,9.7685,68.8638, , , ,20.6297,41.2299, , , ,51.4141,3.5512,28.9129, , ,11.0483,20.046, , ,10.6988,55.0257,
1.7932, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7937, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7942, , ,0.1554,87.294,98.8361, , ,56.8451, , ,9.5524,68.46, , , ,20.2266,40.7688, , , ,50.9594,3.3766,28.5347, , ,10.7514,19.6698, , ,10.41,54.5707,
1.7949, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.7956, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.7962, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.7967,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.7974, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.7991, ,77.7778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.7998, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8005, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.801, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8043, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8058, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8066, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.8073, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8078, , ,0.2197,86.9682,98.7278, , ,57.3831, , ,9.3394,68.0557, , , ,19.8269,40.3088, , , ,50.505,3.2064,28.1583, , ,10.4584,19.2969, , ,10.125,54.1156,
1.8088, ,72.2222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8099, , , , , , , , , , , , , , ,26.1538, , , , , , , , , , , , , , , , ,
1.8102, , , , , , , , , , , , ,0, , , , , , ,25, , , , , , , , , , , ,
1.8119, , , , , , , , , , , , , , , , , , , , , , , , , , , ,49.1228, , , ,
1.8126, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8132, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8139, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8147, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8151, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8156,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8157, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8162, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8163, , ,0.2961,86.6323,98.6124, , ,57.9315, , ,9.125,67.6428, , , ,19.4227,39.8404, , , ,50.0416,3.037,27.776, , ,10.1635,18.9198, , ,9.8381,53.6512,
1.8181, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8187, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8201, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8202,90,77.7778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8205, , ,0.3832,86.2929,98.4921, , ,58.479, , ,8.9138,67.2295, , , ,19.0222,39.3732, , , ,49.5786,2.8723,27.3955, , ,9.8727,18.5462, , ,9.5552,53.187,
1.8218, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8224, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.823, , , , , , , , ,5.7971, , , , , , , , , , , , , , , , , , , , , , ,
1.8234, , , , , , , , , , , , , , , , , , , ,30, , , , , , , , , , , ,
1.8247, , ,0.4805,85.9502,98.3669, , ,59.0257, , ,8.7057,66.8158, , , ,18.6255,38.9073, , , ,49.1162,2.7121,27.0169, , ,9.5861,18.1762, , ,9.2764,52.7229,
1.8249,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8262, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8269, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8272, ,72.2222, , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8289, , , , , , , , , , , , , , ,24.6154, , , , , , , , , , , , , , , , ,
1.8293,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.83,90, , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8304, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8307, , ,0.5877,85.6043,98.237, , ,59.5716, , ,8.5007,66.4019, , , ,18.2327,38.4427, , , ,48.6544,2.5565,26.6402, , ,9.3038,17.8098, , ,9.0018,52.259,
1.8342,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8344, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.8349, , ,0.7091,85.2418,98.097, , ,60.1372, , ,8.2912,65.9722, , , ,17.8293,37.9621, , , ,48.176,2.3999,26.2514, , ,9.0153,17.4335, , ,8.7213,51.7779,
1.8349,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.835, , , , , , , , , , , , ,1.1111, , , , , , ,25, , , , , , , , , , , ,
1.8358, , ,0.8404,84.8759,97.9519, , ,60.7019, , ,8.085,65.5423, , , ,17.4302,37.483, , , ,47.6984,2.2484,25.8648, , ,8.7315,17.061, , ,8.4453,51.2972,
1.8366, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8388,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8394,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8399, , , , , , , , , , , , , , , , , , , , , , , , , , , ,47.3684, , , ,
1.8413, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.8414, ,77.7778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8417, , ,0.9812,84.5066,97.8016, , ,61.2657, , ,7.8822,65.1122, , , ,17.0354,37.0056, , , ,47.2216,2.1019,25.4804, , ,8.4524,16.6926, , ,8.1739,50.8168,
1.8418, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8436,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8442,90, , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8448, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8454, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.8457, ,72.2222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8464, , , , , , , , , , , , , , , , , , , ,30, , , , , , , , , , , ,
1.8468, , ,1.1311,84.134,97.6462, , ,61.8286, , ,7.6826,64.682, , , ,16.6451,36.5298, , , ,46.7459,1.9605,25.0981, , ,8.178,16.3281, , ,7.9071,50.3369,
1.8469, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8475, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.848,80, , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8484, , , , , , , , , , , , , , ,23.0769, , , , , , , , , , , , , , , , ,
1.8485, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8486,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8492, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8502, , ,1.2985,83.7374,97.4768, , ,62.4212, , ,7.4757,64.2282, , , ,16.2382,36.0298, , , ,46.2453,1.8168,24.6974, , ,7.8937,15.948, , ,7.6307,49.8313,
1.8507, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8528,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8535,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8536, , ,1.4751,83.3372,97.3018, , ,63.0127, , ,7.2724,63.7744, , , ,15.8364,35.5319, , , ,45.746,1.6788,24.2993, , ,7.6147,15.5725, , ,7.3595,49.3264,
1.8568, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8575,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8582,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8587, , ,1.6605,82.9334,97.1212, , ,63.6032, , ,7.0727,63.3206, , , ,15.4395,35.036, , , ,45.248,1.5463,23.9037, , ,7.341,15.2015, , ,7.0935,48.8221,
1.8597, , , , , , , , , , , , , , , , , , , ,25, , , , , , , , , , , ,
1.8607, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8612, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.8617,80, , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8632, ,77.7778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8635,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8647, ,72.2222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8651, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8652, , , , , , ,99, , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8667, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8668,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8672, , ,1.8543,82.5261,96.9351, , ,64.1926, , ,6.8766,62.8669, , , ,15.0478,34.5422, , , ,44.7514,1.4195,23.5106, , ,7.0726,14.835, , ,6.8326,48.3185,
1.868, , ,2.0702,82.087,96.73, , ,64.8214, , ,6.6708,62.382, , , ,14.6347,34.0169, , , ,44.2223,1.2902,23.0934, , ,6.7916,14.4483, , ,6.5595,47.7811,
1.8681,90, , , , , , , , , , , ,1.1111, ,21.5385, , , , , , , , , , , , ,45.614, , , ,
1.8713,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.872, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8727, , , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.8729,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8731, , ,2.2947,81.6441,96.5186, , ,65.4489, , ,6.469,61.8974, , , ,14.2275,33.4941, , , ,43.6949,1.1672,22.6793, , ,6.5166,14.0668, , ,6.2924,47.2447,
1.8734, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8741, , , , , , ,99, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8748, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8749, , , , , , , , , , , , , , , , , , , ,30, , , , , , , , , , , ,
1.8762,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8766, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8772, , , , , , , , ,4.3478, , , , , , , , , , , , , , , , , , , , , , ,
1.8778,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8783, , , , , , ,100, , , , , , , , , , , , , , , , , , , , , , , , ,
1.8799, , ,2.5275,81.1973,96.301, , ,66.0752, , ,6.2712,61.4129, , , ,13.8262,32.974, , , ,43.1694,1.0506,22.2682, , ,6.2477,13.6906, , ,6.0312,46.7094,
1.8809,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8823,90, , , , , ,100, , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8825, , ,2.7681,80.7469,96.0771, , ,66.7002, , ,6.0773,60.9288, , , ,13.4309,32.4566, , , ,42.6459,0.9403,21.8602, , ,5.9849,13.3196, , ,5.7759,46.1752,
1.8837, ,66.6667, , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8843, , , , , , , , , , , , , , , , , , , ,25, , , , , , , , , , , ,
1.8853,80,72.2222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8858, , ,3.0356,80.2577,95.8292, , ,67.372, , ,5.8728,60.4077, , , ,13.0116,31.9024, , , ,42.0842,0.8286,21.4243, , ,5.7086,12.9259, , ,5.5075,45.601,
1.8873,90, , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8875, , ,3.3113,79.7643,95.5741, , ,68.0423, , ,5.6727,59.887, , , ,12.5993,31.3515, , , ,41.5249,0.7241,20.992, , ,5.4392,12.5383, , ,5.246,45.0283,
1.888, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8884, , , , , , , , , , , , , , ,20, , , , , , , , , , , , , , , , ,
1.8892, , ,3.5949,79.2669,95.3121, , ,68.7111, , ,5.477,59.3669, , , ,12.1938,30.8041, , , ,40.9682,0.6269,20.5634, , ,5.1769,12.1568, , ,4.9912,44.4571,
1.8901,80, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8909, , ,3.886,78.7656,95.0431, , ,69.3783, , ,5.2856,58.8473, , , ,11.7953,30.2601, , , ,40.4141,0.5369,20.1386, , ,4.9214,11.7815, , ,4.7433,43.8876,
1.8921,90, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
1.8924, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8926, , ,4.207,78.2222,94.746, , ,70.0942, , ,5.0846,58.2892, , , ,11.3745,29.6791, , , ,39.8211,0.448,19.686, , ,4.6544,11.3846, , ,4.4842,43.2769,
1.8931, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8934, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
1.8941, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8948,80, , , , , , , , , , , ,2.2222, , , , , , , , , , , , , , , , , , ,
1.8955, , , , , , , , , , , , ,1.1111, , , , , , , , , , , , , , , , , , ,
1.8968,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,43.8596, , , ,
1.8969, , ,4.5359,77.6745,94.441, , ,70.8083, , ,4.8884,57.732, , , ,10.9616,29.1023, , , ,39.2314,0.3673,19.2377, , ,4.3954,10.9948, , ,4.2328,42.6683,
1.8989, , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , ,
