Time (min),CLK,clk,CLK/CYC_data,clk_data,CLK_data,CRY,cry,CRY_data,CWO,cwo,cwo_data,CWO_data,CYC/CLK,pdp1,PDP1,pdp1_data,PDP1_data,per,PER,PER/TIM-p,PER/TIM_data,per_data,PER_data,tim,TIM,tim_data,TIM_data,VRI,vri,vri_data,VRI_data,
2.3001, , , , , , , , , , , , ,23.3333, , , , , , , , , , , , , , , , , , ,
2.3006, , , , , ,90.4255, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3007, , , , , , , , , , , , ,24.4444, , , , , , , , , , , , , , , , , , ,
2.3012, , , , , ,89.3617, , , , , , , , , , , , , ,10, , , , , , , , , , , ,
2.3016, , , , , , , , , ,17.8571, , , , , , , , , , , , , , , , , , , , , ,
2.3026, , , ,18.2982, , , ,99.3156, , , ,11.6044, , , ,6.9024, , , , , ,34.1171,1.4747, , , , , , , , ,
2.3028, , , , , , , , , , , , ,23.3333, , , , , , , , , , , , , , , , , , ,
2.3033, , , , , , , , , , , , , , , , , , , , , , , , , , , ,28.0702, , , ,
2.3034, , , , , , , , , , , , ,24.4444, ,0, , , , , , , , , , , , , , , , ,
2.3037, , , , , , , , , , , , , ,13.2353, , , , , , , , , , , , , , , , , ,
2.304, , , , , , ,29, , , , , ,23.3333, , , , , , , , , , , , , , , , , , ,
2.3047, , , , , , , , , , , , ,24.4444, , , , , , , , , , , , , , , , , , ,
2.305, , , , , , , , , , , , , , , , , ,29.4118, , , , , , , , , , , , , ,
2.3054, , , , , , , , , , , , ,25.5556, , , , , , , , , , , , , , , , , , ,
2.306, , , , , , , , , ,19.0476, , ,24.4444, , , , , , , , , , , , , , , , , , ,
2.3081,40, , , , , ,28, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3085, , ,57.3069, ,38.188, , , , , ,3.0813, , , , , ,0.105, , , ,1.5761, , , , ,14.7226,6.143, , ,14.5772, ,
2.3087,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3093, , , , , , , , , ,17.8571, , , , , , , , , , , , , , , , , , ,11.3208, , ,
2.3098, , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , ,
2.3103, , , , , ,88.2979, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3104, , , , , , , , , , , , ,25.5556, , , , , , , , , , , , , , , , , , ,
2.3108, , , , , ,89.3617, , , , , , , , , , , ,23.5294, , , , , , , , , , , , , ,
2.3111, , , , , , , , , ,19.0476, , , , , , , , , , , , , , ,0, , , , , , ,
2.3121, , , , , ,88.2979, , , , , , ,24.4444, , , , , , , , , , , , , , , , , , ,
2.3126, , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3128, , , , , , , , , , , , ,25.5556, , , , , , , , , , , , , , , , , , ,
2.3131,40, , , , , , , , , , , , , , , , , , , , , , , , , , , ,13.2075, , ,
2.3136, , , , , ,89.3617, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3138,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3141, , , , , ,88.2979, , , , , , ,24.4444,11.7647, , , , , , , , , , , , , , , , , ,
2.3144, , , ,17.9427, , , , , , , , , , , ,7.0544, , , , , ,34.603,1.6426, , , , , , , ,1.2666,
2.3148, ,27.7778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3158, , , , , , , , , , , , ,25.5556, , , , , , , , , , , , , , , , , , ,
2.3161, , , , , , , , , , , , , ,13.2353, , , , , , , , , , , , , , , , , ,
2.3169, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3178, , ,57.7387, , , , ,99.2039, , ,3.2455,11.165, , , ,7.4174,0.1512, , , ,1.4404, , , , ,15.0344,6.2789, , ,14.883, ,
2.318, , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.3158, , , ,
2.3183,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3189,50, , , , , , , , , , , , , ,1.5385, , , , , , , , , , , , , , , , ,
2.3194, , , , , , , , ,2.8986, , , , , , , , , , , , , , , , , , , , , , ,
2.3195, , , ,17.5904, , , , , , ,3.4148, , , , , , , , , , ,35.0908, , , , , , , , , ,
2.3204, , , , , ,87.234, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3207, , , , , , , , , ,20.2381, , , , , , , ,29.4118, , , , , , , , , , , , , ,
2.321, , , , , ,88.2979,25, ,4.3478, , , , , , , , , , , , , , , , , , , , , , ,
2.3212, , ,57.7693,17.6073,37.9902, , ,99.1121, , ,3.5704,11.1377, , , ,7.8663,0.179, , , ,1.3872,35.0753,1.8952, , ,15.1483,6.4637, , ,15.0256,1.198,
2.3213, ,33.3333, , , , , , , , , , , , , , , , , , , , , ,17.6471, , , , , , , ,
2.3216, , , , , , , , , , , , , ,11.7647, , , , , , , , , , , , , , , , , ,
2.3225, , , , , ,87.234, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3229, , , , , , , , , ,19.0476, , ,26.6667, , , , , , , , , , , , , , , , , , ,
2.3232,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3233, , , , , , , , , , , , ,25.5556, , , , , , , , , , , , , , , , , , ,
2.3239,50, , , , ,88.2979, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3247, , , , , ,87.234, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3253, , , , , , ,24, , ,20.2381, , , , , , , , , , , , , ,23.5294, , , , , , , ,
2.3271, , , , , , , , , , , , ,25.5556, , , , , , , , , , , , , , , , , , ,
2.3272, , ,58.4086,17.0853,37.2997, , ,98.999, , ,3.7565,10.7878, , , ,8.237,0.24, , , ,1.262,35.8963,2.0949, , ,15.6635,6.8033, , ,15.5361,1.0574,
2.3276, , , , , , , , , , , , ,26.6667, , , , , , , , , , , , , , , , , , ,
2.328,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3283, , , , , , , , , , , , , ,13.2353, , , , , , , , , , , , , , , , , ,
2.3293, , , , , , , , , , , , , , , , , , , ,5, , , , , , , , , , , ,
2.3296, , , , , , ,23, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3298,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3303, , , , , , , , , ,21.4286, , , , , , , , , , , , , , , , , , , , , ,
2.3304, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , ,
2.3306, , ,59.0453,16.5699,36.6123, , ,98.8794, , ,3.9482,10.4425, , , ,8.6158,0.3099, , , ,1.145,36.721,2.3049, , ,16.1868,7.1518, , ,16.0546,0.9254,
2.331, , , , , ,86.1702, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3314, , , , , ,87.234, , , , , , ,25.5556, , , , , , , , , , , , , , , , , , ,
2.3321, , , , , , , , , , , , ,26.6667, , , , , , , , , , , , , , , , , , ,
2.3325, , , , , , , , , , , , ,27.7778, , , , , , , , , , , , , , , , , , ,
2.3332,40, , , , ,86.1702, , , , , , ,26.6667, , , , , , , , , , , , , , , , , , ,
2.3334, , , , , , ,22, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3346, , , , , , , , , ,22.619, , , , , , , , , , , , , , , , , , , , , ,
2.3348, , ,59.6793,16.061,35.9283, , ,98.7535, , ,4.1455,10.1019, , , ,9.0025,0.3888, , , ,1.0362,37.5492,2.5252, , ,16.7182,7.5092, , ,16.5813,0.802,
2.335,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3353, , , , , , , , , , , , , , , , , ,35.2941, , , , , , , , , , , , , ,
2.337, , , , , , , , , ,21.4286, , , , , , , , , , , , , , , , , , , , , ,
2.3376, , , , , , , , , , , , ,27.7778, , , , , , , , , , , , , , , , , , ,
2.3381,40,27.7778, , , , ,21, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3395, , , , , ,85.1064, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3396, , , , , , , , , , , , , ,14.7059, , , , , , , , , , , , , , , , , ,
2.3399, , ,59.8227,15.9465,35.7735, , ,98.724, , ,4.1911,10.0253, , , ,9.0913,0.4079, , , ,1.0127,37.7376,2.5766, , ,16.8398,7.5915, , ,16.7019,0.7752,
2.3402,50, , , , ,86.1702, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3407, , , , , , , , ,5.7971, , , , , , , , ,29.4118, , , , , , , , , , , , , ,
2.3417, , , , , ,85.1064, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3424, , , , , , ,20, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3425, , ,59.966,15.8323,35.619, , ,98.6942, , ,4.237,9.9489, , , ,9.1805,0.4275, , , ,0.9896,37.9261,2.6285, , ,16.9619,7.6743, , ,16.8229,0.7488,
2.3425, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.0943, , ,
2.3429,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3432, , , , , ,86.1702, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3435, , , , , , , , , ,22.619, , , , , , , , , , , , , , , , , , , , , ,
2.3438, , , , , ,85.1064, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3442, , ,60.1092,15.7184,35.4646, , ,98.6641, , ,4.2831,9.8727, , , ,9.2702,0.4476, , , ,0.9669,38.1147,2.681, , ,17.0843,7.7576, , ,16.9443,0.7229,
2.3446, , , , , , , , , , , , ,28.8889, ,1.5385, , , , , , , , , , , , , , , , ,
2.3453,50, , , , , , , , , , , ,27.7778, , , , , , , , , , , , , , , , , , ,
2.3466, , , , , , ,19, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3477, , , , , , , , , ,23.8095, , , , , , , , , , , , , , , , , , , , , ,
2.3481,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3484, , , , , ,85.1064, , , ,22.619, , , , , , , , , , , , , , , , , , , , , ,
2.3489, , , , , , , , , , , , ,28.8889, , , , ,35.2941, , , , , , , , , , , , , ,
2.3496, , , , , , , , , , , , , ,13.2353, , , , , , , , , , , , , , , , , ,
2.3503,50, , , , ,84.0426, , , , , , , ,14.7059, , , , , , , , , , , , , , , , , ,
2.3506, , , , , , , , , , , , , , , , , , ,20, , , , , , , , , , , , ,
2.3509, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3514, ,33.3333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3519, , , , , , , , , ,23.8095, , , , , , , , , , , , , , , , , , , , , ,
2.3526, , , , , , , , , , , , , , , , , , , ,10, , , , , , , , , , , ,
2.3528,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3533, , , , , , , , , , , , , , , , , , , , , , , ,29.4118,10, , ,24.5614, , , ,
2.3541, , , , , , , , , , , , ,30, , , , , , , , , , , , , , , , , , ,
2.355, , , , , , ,17, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3554, , , , , , , , , , , , , , , , , , , , , , , , ,0, , ,26.3158, , , ,
2.3557,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.356, , , , , , , , , ,25, , ,28.8889, , , , , , , , , , , , , , , , , , ,
2.356, , ,60.2522,15.605,35.3105, , ,98.6337, , ,4.3296,9.7969, , , ,9.3602,0.4681, , , ,0.9447,38.3035,2.734, , ,17.2072,7.8413, , ,17.0661,0.6975,
2.3567, , , , , , , , , , , , ,30, , , , , , , , , , , , , , , ,16.9811, , ,
2.3573, , , , , ,82.9787, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3574, , , , , , , , , , , , ,28.8889, , , , , , , , , , , , , , , , , , ,
2.3578,40, , , , ,84.0426, , ,7.2464, , , , , ,0, , , , , , , , , , , , , , , , ,
2.3586, , ,60.395,15.4918,35.1565, , ,98.603, , ,4.3764,9.7212, , , ,9.4506,0.4891, , , ,0.9229,38.4924,2.7876, , ,17.3305,7.9255, , ,17.1884,0.6725,
2.3594, , , , , ,82.9787,16, , , , , ,30, , , , , , ,5, , , , , , , , , , , ,
2.3597, , , , , , , , , ,23.8095, , , , , , , , , , , , , , , , , , ,15.0943, , ,
2.3609,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3618, ,27.7778, , , , , , , , , , , ,16.1765, , , ,41.1765, , , , , , , , , , , , , ,
2.363,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3636, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3637, , ,60.5377,15.379,35.0027, , ,98.5719, , ,4.4234,9.6458, , , ,9.5415,0.5106, , , ,0.9012,38.6815,2.8416, , ,17.4542,8.0101, , ,17.311,0.6479,
2.3639, , , , , ,81.9149, , , ,25, , , , , , , , , , , , , , , , , , , , , ,
2.3645, , , , , ,82.9787, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3651, , , , , , , , , , , , , , , , , ,35.2941, , , , , , , , , , , , , ,
2.3658,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3662, , , , , ,81.9149, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3668, , , , , , , , , , , , ,31.1111, , , , , , , , , , , , , , , , , , ,
2.3675, , , , , , , , , , , , ,30, , , , , , , , , , , , , , , , , , ,
2.3679,40, , , , , ,14, ,5.7971,26.1905, , , , ,1.5385, , , , , , , , , , , , , , , , ,
2.3694, , , , , , , , , , , , ,30, , , , , , , , , , , , , , , , , , ,
2.3696, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.9811, , ,
2.3709, , , , , ,80.8511, , , , , , ,31.1111, , , , , , , , , , , , , , , , , , ,
2.3712,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3716, , , , , ,81.9149, , , , , , , ,17.6471, , , , , , , , , , , , , , , , , ,
2.3722, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3729,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3731, , , , , ,80.8511, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3735, , ,60.6803,15.2665,34.849, , ,98.5405, , ,4.4708,9.5706, , , ,9.6328,0.5325, , , ,0.8798,38.8707,2.8962, , ,17.5783,8.0952, , ,17.4341,0.6238,
2.374, , , , , , , , , , , , , , , , , ,41.1765, , , , , , , , , , , , , ,
2.3747, , , , , , , , ,7.2464, , , , , , , , , , , , , , , , , , , , , , ,
2.376,50, , , , , ,12, , ,27.381, , ,32.2222, , , , ,35.2941, , , , , , , , , , , , , ,
2.3764, , ,60.8227,15.1544,34.6956, , ,98.5088, , ,4.5185,9.4957, , , ,9.7244,0.5549, , , ,0.8586,39.06,2.9514, , ,17.7028,8.1807, , ,17.5575,0.6001,
2.3777, , , , , ,79.7872, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3779,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.378, , , , , , , , , , , , ,31.1111, , , , , , , , , , , , , , , , , , ,
2.3787, , , , , , , , , , , , ,32.2222, , , , , , , , , , , , , , , , , , ,
2.379, , , , , , , , , ,27.381, , , , , , , , , , , , , ,35.2941, , , , , , , ,
2.3794, , , , , ,79.7872, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3801, , , , , , , , , , , , ,31.1111, , , , , , , , , , , , , , , , , , ,
2.3807, , , , , , ,11, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3808, , , , , , , , , , , , ,32.2222, , , , , , , , , , , , , , , , , , ,
2.381, , , , , , , , , , , , , ,17.6471, , , , , , , , , , , , , , , , , ,
2.3815,50,33.3333, , , , , , , , , , ,32.2222, , , , , , , , , , ,29.4118, , , , , , , ,
2.3819, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.8679, , ,
2.3821,40, , , , ,78.7234, , , ,26.1905, , , , , , , , , , , , , , , , , , , , , ,
2.3828, , , , , ,79.7872, , , ,27.381, , , , , , , , , , , , , , , , , , , , , ,
2.3848, , , , , ,78.7234, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3849, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3851, ,27.7778, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3856, , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , ,
2.3866, , , , , , , , , , , , , , , , , ,41.1765, , , , , , , , , , , , , ,
2.3867,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3871, , , , , , , , , ,28.5714, , , , , , , , , , , , , , , , , , , , , ,
2.3872,40, , , , , , , , , , , ,33.3333, , , , , , , , , , , , , , , , , , ,
2.3878, , , , , , , , , , , , ,32.2222, , , , , , , , , , , , , , , , , , ,
2.3885, , , , , , , , , , , , ,33.3333, , , , , , , , , , , , , , , , , , ,
2.389, , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.5614, , , ,
2.3891, , ,60.9909,15.0223,34.5144, , ,98.4709, , ,4.5753,9.4074, , , ,9.8333,0.5819, , , ,0.8338,39.2841,3.0173, , ,17.8506,8.2825, , ,17.7041,0.5727,
2.3891, , , , , , ,9, , , , , , , , , , ,35.2941, , , , , , , , , , , , , ,
2.3896, , , , , ,77.6596, , , , , , , , ,1.5385, , , , , , , , , , , , , , , , ,
2.3898, , , , , , , , ,8.6957, , , , , , , , , , , , , , , , , , , , , , ,
2.3903, , , , , , , , , , , , ,32.2222, , , , , , , , , , , , , , , , , , ,
2.3909, , , , , , , , , ,29.7619, , ,33.3333, , , , , , , , , , , , , , , , , , ,
2.3914, , , , , , , , , , , , , ,19.1176, , , , , , , , , , , , , , , , , ,
2.3915, ,22.2222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3919,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.3922,40, , , , , , , , ,28.5714, , ,33.3333, , , , , , , , , , , ,10, , , , , , ,
2.3925, , ,61.1589,14.8906,34.3334, , ,98.4325, , ,4.6325,9.3194, , , ,9.9428,0.6096, , , ,0.8094,39.5083,3.084, , ,17.9989,8.3849, , ,17.8512,0.546,
2.3933, , , , , , ,8, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3934, , ,61.3266,14.7595,34.1527, , ,98.3937, , ,4.6901,9.2318, , , ,10.0529,0.638, , , ,0.7852,39.7327,3.1514, , ,18.1478,8.488, , ,17.9989,0.5198,
2.3937, , , , , , , , , , , , ,33.3333, , , , , , , , , , , , , , ,26.3158,20.7547, , ,
2.394, , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , ,
2.3942, , , , , ,76.5957, , , ,29.7619, , , , , , , , , , , , , , , , , , , , , ,
2.3959, , ,61.4942,14.6288,33.9722, , ,98.3544, , ,4.7482,9.1446, , , ,10.1635,0.667, , , ,0.7614,39.9573,3.2195, , ,18.2973,8.5917, , ,18.1472,0.4943,
2.3963, , , , , , , , , ,28.5714, , , , , , , , , , , , , , , , , , , , , ,
2.3978, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , ,
2.3983, , , , , , , , , ,29.7619, , , , , , , ,41.1765, , , , , , , , , , , , , ,
2.3984, , , , , , , , , , , , ,34.4444, , , , , , , , , , , , , , , , , , ,
2.3993, , , , , ,75.5319, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4003, , , , , , , , , , , , ,34.4444, , , , , , , , , , , , , , , , , , ,
2.401, , , , , , , , , , , , , ,20.5882, , , , , , , , , , , , , , , , , ,
2.4018, , , , , ,74.4681, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4019, , ,62.1073,14.1533,33.3123, , ,98.2065, , ,4.965,8.8272, , , ,10.5743,0.779, , , ,0.6767,40.7828,3.4761, , ,18.8507,8.9779, , ,18.6962,0.4061,
2.402, , , , , , ,6, , , , , , , , , , , , , , , , , , , , , , , , ,
2.4023, , , , , , , , , , , , ,33.3333, , , , , , , , , , ,35.2941, , , , , , , ,
2.403, , , , , , , , , , , , ,34.4444, , , , , , , , , , , , , , , , , , ,
2.4037, , , , , , , , , , , , ,34.4444, , , , , , ,10, , , , , , , , , , , ,
2.404, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16.9811, , ,
2.4043, , , , , , , , ,10.1449, , , , , , , , , , , , , , , , , , , , , , ,
2.4046, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18.8679, , ,
2.4053, , , , , , , , , ,30.9524, , , , , , , , , , , , , , , , , , , , , ,
2.4057, , , , , , , , , , , , ,34.4444, , , , , , , , , , , , , , , , , , ,
2.4062, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , ,
2.4064, , , , , , , , , , , , , ,19.1176, , , , , , , , , , , , , , , , , ,
2.4068, , , , , ,73.4043, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4074, , , , , , , , ,8.6957, , , , , , , , , , , , , , , , , , , , , , ,
2.4078, , ,62.7174,13.6846,32.656, , ,98.0526, , ,5.1878,8.5145, , , ,10.9925,0.8997, , , ,0.5964,41.6098,3.7428, , ,19.4116,9.3728, , ,19.2528,0.3264,
2.4089, ,16.6667, , , , , , , ,32.1429, , , , , , , , , , , , , , , , , , , , , ,
2.4093, , , , , , , , , , , , ,35.5556, , , , ,47.0588, , , , , , , , , , , , , ,
2.4094, , , , , ,72.3404, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4095, , , , , , , , , , , , , , ,3.0769, , , , , , , , , , , , , , , , ,
2.41, , , , , , , , , , , , ,35.5556,20.5882, , , , , , , , , , , , , , , , , ,
2.4104, ,22.2222, , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , ,
2.411, , , , , , , , , , , , , , , , , ,41.1765, , , , , , , , , , , , , ,
2.4117, , , , , , , , , ,30.9524, , , , , , , , , , , , , , , , , , , , , ,
2.4121, , , , , , , , , , , , ,34.4444, ,1.5385, , , , , , , , , , , , , , , , ,
2.4125, , , , , , , , , , , , ,35.5556, , , , , , , , , , , , , , , , , , ,
2.4137, , ,63.3243,13.2226,32.0037, , ,97.8929, , ,5.4166,8.2066, , , ,11.4182,1.0292, , , ,0.5207,42.4381,4.0195, , ,19.9799,9.7763, , ,19.8168,0.2553,
2.4141, , , , , , , , , , , , ,35.5556, , , , , , , , , , , , , , , , , , ,
2.4145, , , , , ,71.2766, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4147, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , ,
2.4153, , , , , , , , , , , , , , , , , , , , , , , ,29.4118, , , , , , , ,
2.4157, , , , , , , , , ,32.1429, , , , , , , , , , , , , , , , , , , , , ,
2.4165, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20.7547, , ,
2.417, , , , , ,70.2128, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4176,40, , , , , , , ,10.1449, , , , , , , , , , , , , , , , , , , , , , ,
2.419, , , , , , ,2, , ,33.3333, , , ,22.0588, , , , , , , , , , , , , , , , , ,
2.4195, , , , , ,69.1489, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4198, , , , , , , , , , , , ,35.5556, , , , , , ,5, , , , , , , , , , , ,
2.4203, , , , , , , , , , , , , , , , , ,47.0588, , , , , , , , , , , , , ,
2.4206, , , , , , , , , ,32.1429, , , , , , , , , , , , , , , , , , , , , ,
2.4219, , , , , , , , , , , , ,34.4444, , , , , , , , , , , , , , , , , , ,
2.4223, , , , , ,68.0851, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4226,30, , , , , , , , ,33.3333, , ,35.5556, , , , , , , , , , , , , , , , , , ,
2.4231, , ,63.928,12.7675,31.3554, , ,97.7272, , ,5.6515,7.9034, , , ,11.8513,1.1674, , , ,0.4496,43.2673,4.3064, , ,20.5555,10.1885, , ,20.3883,0.1928,
2.4233,40, , , , , ,1, , , , , ,34.4444, , , , , , , , , , , , , , , , , , ,
2.4239, , ,64.5189,12.3264,30.7212, , ,97.5586, , ,5.8887,7.6097, , , ,12.2846,1.312, , , ,0.3842,44.0839,4.5987, , ,21.1291,10.6025, , ,20.9579,0.1398,
2.4244, , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.5614, , , ,
2.4253, , , , , ,67.0213, , , , , , ,35.5556, , , , , , , , , , ,35.2941,10, , , , , , ,
2.4256, , , , , , , , , ,34.5238, , , , , , , , , , , , , , , , , , , , , ,
2.4265, , ,65.1066,11.892,30.0911, , ,97.3843, , ,6.132,7.3206, , , ,12.725,1.465, , , ,0.3236,44.9007,4.9007, , ,21.7096,11.0249, , ,21.5346,0.0952,
2.4268, , , , , , , , , , , , , , ,3.0769, , , , , , , , , ,0, , , , , , ,
2.4273, , , , , , , , , ,33.3333, , , , , , , , , , , , , , , , , , , , , ,
2.4276,30, , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , ,
2.4278, , , , , , , , , , , , , ,23.5294, , , , , , , , , , , , , , ,22.6415, , ,
2.4282,40, , , , ,65.9574, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4285, , , , , , , , , , , , , , , , , , , , , , , , , , , ,26.3158, , , ,
2.429, , ,65.6909,11.4644,29.4652, , ,97.2044, , ,6.3815,7.0363, , , ,13.1724,1.6266, , , ,0.2679,45.7174,5.2125, , ,22.2969,11.4555, , ,22.1182,0.0591,
2.4305, , , , , , , , ,11.5942, , , , ,22.0588, , , ,47.0588, , , , , ,29.4118, , , , , , , ,
2.4307, , , , , ,64.8936, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4311, , , , , , , , , , , , ,36.6667, , , , , , , , , , , , , , , , , , ,
2.4318, , , , , , , , , , , , ,35.5556, , , , , , , , , , , , , , , , , , ,
2.4324,30,16.6667, , , , , , , ,34.5238, , ,36.6667, , , , , , , , , , , , , , , , , , ,
2.4337,40, , , , ,63.8298, , , , , , ,35.5556, , , , , , , , , , , , , , , , , , ,
2.4341, , ,66.2718,11.0437,28.8436, , ,97.0191, , ,6.6372,6.7568, , , ,13.6268,1.7966, , , ,0.217,46.5336,5.5341, , ,22.891,11.8945, , ,22.7088,0.0315,
2.4344, , , , , , , , , , , , ,36.6667, , , , , , , , , , , , , , , , , , ,
2.4358, , , , , , , , , ,35.7143, , , , , , , , , , , , , , , , , , , , , ,
2.436, , , , , , , , , , , , ,36.6667, , , , , , , , , , , , , , , , , , ,
2.4365, , , , , , , , , , , , , ,23.5294, , , , , , , , , , , , , , , , , ,
2.4368, , , , , ,62.766, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4375,30, , , , , , , , ,34.5238, , , , , , , , , , , , , , , , , , , , , ,
2.4387, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24.5283, , ,
2.4388, , , , , , , , , ,35.7143, , , , ,1.5385, , , , , , , , , , , , , , , , ,
2.4394,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4396, , , , , ,61.7021, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.441, ,22.2222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4418, , , , , , , , , , , , , , , , , ,52.9412, , , , , , , , , , , , , ,
2.4419, , , , , , , , , , , , ,37.7778, , , , , , , , , , , , , , , ,22.6415, , ,
2.4423,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4426, , , , , ,60.6383, , , , , , , , , , , , , , , , , , , , , , , , , ,
2.4426, , ,66.8526,10.6275,28.2227, , ,96.8271, , ,6.9009,6.4805, , , ,14.0907,1.9762, , , ,0.1709,47.3539,5.8675, , ,23.4952,12.3443, , ,23.3096,0.0123,
2.4429, , , , , , , , , , , , , , ,3.0769, , , , , , , , , , , , , , , , ,
2.4441, , , , , , , , , , , , ,37.7778, , , , , , , , , , , , , , , , , , ,
2.4447,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
2.445, , , , , , , , , , , , , ,25, , , , , , , , , , , , , , , , , ,
